Global Statistics
Total number of particles:,5501
Surface Coverage (%):,34.37
Total grain area (µm²):,133844.25
Mean grain area (µm²):,24.33
Particle density (particles/µm²):,0.014128

Size Distribution Statistics
Mean area (µm²):,24.33
Median area (µm²):,20.25
Standard deviation of area (µm²):,15.81
Mean perimeter (µm):,19.93
Median perimeter (µm):,17.81
Standard deviation of perimeter (µm):,8.77

Individual Grain Measurements
Grain #,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter
482,46.75,15.43,-71.33,21.28,13.38,31.35
483,46.5,15.39,72.43,24.37,11.16,32.92
484,46.5,15.39,-15.46,24.25,10.96,32.37
485,46.5,15.39,-5.08,24.43,11.2,32.63
486,46.5,15.39,73.27,20.48,12.58,29.09
487,46.5,15.39,17.41,23.79,13.26,33.92
488,46.5,15.39,-85.7,25.55,9.72,33.68
489,46.5,15.39,80.8,25.02,10.34,32.38
490,46.25,15.35,-5.84,16.53,14.67,27.16
491,46.25,15.35,11.27,23.64,11.1,33.32
492,46.25,15.35,-2.58,22.72,11.45,31.51
493,46.25,15.35,-68.82,17.54,13.95,29.09
494,46.25,15.35,-44.98,22.12,11.46,32.3
495,46.0,15.31,-26.06,21.97,12.32,30.92
496,46.0,15.31,-65.34,21.41,11.38,29.18
497,46.0,15.31,85.81,17.78,14.86,29.76
498,46.0,15.31,20.86,24.28,10.47,32.04
499,46.0,15.31,-71.94,27.6,9.46,34.83
500,46.0,15.31,60.82,23.38,10.7,30.71
501,46.0,15.31,-25.15,22.93,11.22,30.21
502,45.75,15.26,48.19,21.54,11.96,29.68
503,45.75,15.26,47.12,25.45,11.01,34.75
504,45.75,15.26,-58.84,21.01,11.41,28.18
505,45.75,15.26,-12.1,20.03,12.72,30.63
506,45.75,15.26,-74.97,24.99,10.46,31.68
507,45.75,15.26,77.16,19.3,12.78,29.88
508,45.75,15.26,-71.43,23.69,11.09,31.88
509,45.75,15.26,-50.23,23.34,11.06,32.21
510,45.5,15.22,54.26,24.1,10.61,31.3
511,45.5,15.22,29.14,21.7,12.36,33.4
512,45.5,15.22,1.78,22.58,11.84,33.13
513,45.5,15.22,-0.34,25.17,10.18,34.33
514,45.5,15.22,-70.07,23.32,10.57,30.97
515,45.5,15.22,15.96,22.67,10.51,28.68
516,45.5,15.22,-51.23,23.54,12.65,32.56
517,45.5,15.22,-43.05,18.39,16.84,33.71
518,45.25,15.18,56.28,21.61,10.98,29.71
519,45.25,15.18,-71.11,25.54,11.42,36.23
520,45.25,15.18,11.69,19.15,13.44,30.47
521,45.25,15.18,63.56,27.13,9.77,34.75
522,45.25,15.18,-38.37,20.56,12.85,31.06
523,45.25,15.18,27.38,22.39,11.44,31.42
524,45.0,15.14,32.61,21.78,12.88,33.01
525,45.0,15.14,-42.52,24.52,11.28,35.25
526,45.0,15.14,10.04,22.95,11.97,33.4
527,45.0,15.14,-65.91,22.05,11.95,32.63
528,45.0,15.14,-23.44,23.15,10.53,29.07
529,45.0,15.14,-44.64,22.16,11.23,30.59
530,45.0,15.14,-35.68,24.91,9.98,31.71
531,45.0,15.14,-32.48,22.78,11.11,32.63
532,45.0,15.14,-47.36,19.46,12.8,30.8
533,45.0,15.14,58.95,19.3,13.68,31.8
534,45.0,15.14,-58.75,18.88,12.37,26.44
535,45.0,15.14,68.01,20.41,12.4,28.56
536,44.75,15.1,-4.8,24.7,10.67,34.4
537,44.75,15.1,-40.81,23.49,10.4,31.09
538,44.75,15.1,-59.23,22.43,10.85,29.38
539,44.75,15.1,-87.18,23.48,11.31,33.52
540,44.75,15.1,-8.83,15.42,15.1,26.56
541,44.75,15.1,-24.74,26.47,10.28,33.7
542,44.75,15.1,19.2,22.83,10.71,30.47
543,44.75,15.1,-39.06,16.41,14.1,25.26
544,44.75,15.1,0.02,25.02,11.0,35.61
545,44.75,15.1,-35.73,17.98,14.2,31.95
546,44.75,15.1,-68.06,29.79,8.17,35.38
547,44.75,15.1,38.93,17.72,13.36,27.16
548,44.75,15.1,47.74,23.99,10.63,31.26
549,44.75,15.1,-78.64,21.71,11.5,30.88
550,44.5,15.05,-23.4,24.6,10.7,32.92
551,44.5,15.05,-48.64,22.14,11.24,28.94
552,44.5,15.05,54.37,20.64,11.99,31.7
553,44.5,15.05,31.75,23.8,11.35,33.32
554,44.5,15.05,71.95,22.1,11.12,29.44
555,44.5,15.05,-36.06,28.72,9.29,34.78
556,44.5,15.05,-44.38,25.54,9.5,30.26
557,44.5,15.05,-73.76,27.34,9.39,33.76
558,44.5,15.05,62.41,23.15,11.44,32.38
559,44.5,15.05,88.56,18.67,12.23,26.26
560,44.5,15.05,-7.36,24.37,10.18,30.26
561,44.25,15.01,43.52,21.61,12.17,33.04
562,44.25,15.01,-27.96,22.86,11.43,31.63
563,44.25,15.01,81.76,22.0,11.14,31.3
564,44.25,15.01,-18.18,22.06,11.45,31.2
565,44.25,15.01,-25.14,17.21,13.78,27.26
566,44.25,15.01,-56.27,19.32,13.06,29.14
567,44.25,15.01,47.79,22.11,10.51,30.18
568,44.25,15.01,-24.46,21.36,11.6,30.37
569,44.25,15.01,-11.28,23.99,10.54,31.4
570,44.25,15.01,41.49,21.16,10.95,27.47
571,44.25,15.01,32.71,17.54,13.58,27.44
572,44.0,14.97,-24.56,23.96,10.24,30.99
573,44.0,14.97,-19.81,24.04,10.2,31.51
574,44.0,14.97,69.68,25.99,10.25,33.51
575,44.0,14.97,-75.07,24.23,10.4,31.33
576,44.0,14.97,-19.12,28.52,8.61,35.96
577,44.0,14.97,69.54,21.92,10.81,29.8
578,44.0,14.97,-6.33,17.15,14.32,28.97
579,44.0,14.97,-72.78,23.5,10.0,30.59
580,44.0,14.97,-39.52,16.92,13.61,26.78
581,43.75,14.93,-57.15,23.08,11.15,32.2
582,43.75,14.93,55.03,21.44,11.07,28.59
583,43.75,14.93,62.34,24.36,9.64,32.07
584,43.75,14.93,-34.1,16.73,13.67,26.38
585,43.75,14.93,14.47,21.2,11.6,30.06
586,43.75,14.93,-45.03,23.09,10.77,30.3
587,43.75,14.93,-25.22,19.63,11.97,28.66
588,43.75,14.93,89.14,21.87,12.8,31.92
589,43.75,14.93,79.37,19.12,11.98,26.94
590,43.75,14.93,43.71,18.98,12.93,29.06
591,43.75,14.93,-87.15,19.66,12.36,29.18
592,43.75,14.93,68.45,22.59,10.88,31.18
593,43.5,14.88,65.23,23.29,10.58,30.59
594,43.5,14.88,33.49,17.49,13.79,29.09
595,43.5,14.88,-66.64,22.53,10.54,30.4
596,43.5,14.88,-81.91,15.79,14.83,27.37
597,43.5,14.88,-0.57,22.16,10.98,29.54
598,43.5,14.88,-4.13,22.77,10.62,30.09
599,43.5,14.88,-27.54,25.04,9.66,32.63
600,43.5,14.88,5.79,21.97,11.03,31.09
601,43.5,14.88,-33.36,22.8,11.13,31.68
602,43.5,14.88,-20.98,17.11,13.5,26.87
603,43.5,14.88,-48.63,28.84,8.2,33.13
604,43.5,14.88,86.62,15.7,14.3,26.51
605,43.25,14.84,-66.58,17.02,13.56,26.56
606,43.25,14.84,12.47,21.64,11.67,29.45
607,43.25,14.84,73.4,22.77,10.88,32.3
608,43.25,14.84,-55.01,25.78,9.91,33.7
609,43.25,14.84,-59.63,23.48,9.82,28.68
610,43.25,14.84,48.73,21.27,11.44,30.68
611,43.25,14.84,-33.34,20.41,11.33,29.01
612,43.0,14.8,39.43,16.88,13.77,28.64
613,43.0,14.8,22.92,17.71,12.49,25.97
614,43.0,14.8,-31.61,23.48,10.07,29.09
615,43.0,14.8,32.97,21.69,11.07,30.63
616,43.0,14.8,-2.9,21.2,11.4,29.35
617,43.0,14.8,27.56,22.28,10.85,31.92
618,43.0,14.8,-10.97,24.04,10.43,33.51
619,43.0,14.8,80.4,19.97,11.57,29.28
620,42.75,14.76,-60.94,22.83,11.27,33.21
621,42.75,14.76,52.96,21.94,10.83,31.8
622,42.75,14.76,-74.72,20.77,10.98,26.97
623,42.75,14.76,-85.81,20.99,10.83,28.26
624,42.75,14.76,30.42,15.76,13.98,25.02
625,42.75,14.76,-80.8,21.18,10.72,29.09
626,42.75,14.76,-58.17,23.48,9.95,32.09
627,42.75,14.76,-57.13,24.55,10.07,32.92
628,42.75,14.76,-4.22,23.92,10.52,31.09
629,42.75,14.76,-79.02,21.43,10.68,29.16
630,42.5,14.71,29.81,23.13,10.52,30.8
631,42.5,14.71,-26.24,22.08,10.27,28.68
632,42.5,14.71,-34.57,21.71,10.65,29.68
633,42.5,14.71,63.26,20.26,11.41,29.78
634,42.5,14.71,9.33,23.06,11.5,29.68
635,42.5,14.71,-15.06,21.07,11.38,29.57
636,42.5,14.71,-16.66,24.9,9.35,31.92
637,42.5,14.71,-45.68,19.26,12.51,28.97
638,42.5,14.71,-24.49,25.01,9.68,31.3
639,42.5,14.71,63.45,17.25,13.25,27.38
640,42.5,14.71,89.39,22.09,10.4,29.26
641,42.5,14.71,-52.86,20.34,12.6,33.09
642,42.5,14.71,80.46,19.85,11.38,28.47
643,42.5,14.71,16.94,19.23,12.67,30.3
644,42.5,14.71,56.94,24.72,9.69,31.88
645,42.25,14.67,0.43,20.66,12.36,30.33
646,42.25,14.67,9.39,16.32,13.57,24.47
647,42.25,14.67,72.18,22.48,9.93,30.51
648,42.25,14.67,55.89,15.59,14.11,25.47
649,42.25,14.67,21.8,20.84,10.88,28.18
650,42.25,14.67,-79.21,23.29,9.68,28.56
651,42.25,14.67,-1.86,21.51,11.02,29.8
652,42.25,14.67,-50.12,23.05,10.2,29.8
653,42.25,14.67,88.48,17.85,15.52,32.71
654,42.25,14.67,-27.01,21.42,10.95,28.68
655,42.25,14.67,49.42,22.09,10.4,28.68
656,42.0,14.63,-45.31,18.25,13.1,28.76
657,42.0,14.63,-35.42,21.83,10.29,30.21
658,42.0,14.63,-23.76,24.19,9.85,32.3
659,42.0,14.63,-14.66,20.6,11.21,29.33
660,42.0,14.63,76.73,22.87,10.14,29.8
661,42.0,14.63,4.43,22.1,10.82,31.01
662,42.0,14.63,-42.65,23.55,10.51,30.3
663,42.0,14.63,-9.35,20.09,11.31,28.68
664,42.0,14.63,-61.57,24.51,10.03,31.87
665,42.0,14.63,-32.95,22.91,10.01,29.59
666,42.0,14.63,-15.84,17.46,12.93,27.09
667,42.0,14.63,-45.61,24.33,11.11,33.51
668,41.75,14.58,-19.32,24.5,10.47,34.92
669,41.75,14.58,61.4,22.92,10.5,29.8
670,41.75,14.58,23.32,21.64,10.41,27.73
671,41.75,14.58,87.03,23.86,9.72,31.28
672,41.75,14.58,28.26,22.03,11.14,32.59
673,41.75,14.58,-25.69,25.6,9.51,32.38
674,41.75,14.58,-32.63,19.31,14.01,30.68
675,41.75,14.58,-83.38,23.89,9.88,31.59
676,41.75,14.58,-50.88,24.83,9.02,29.38
677,41.5,14.54,-60.5,22.34,10.34,27.14
678,41.5,14.54,18.45,16.0,13.43,25.56
679,41.5,14.54,87.42,15.91,14.08,26.14
680,41.5,14.54,0.9,23.41,10.35,33.23
681,41.5,14.54,-30.21,16.02,13.63,24.56
682,41.5,14.54,78.66,16.23,13.79,25.3
683,41.5,14.54,30.53,19.32,12.88,30.38
684,41.5,14.54,13.13,22.99,9.71,29.68
685,41.5,14.54,38.0,20.4,11.16,29.3
686,41.5,14.54,0.99,21.46,10.34,29.8
687,41.25,14.49,-45.23,22.24,10.47,28.97
688,41.25,14.49,-14.79,21.8,10.29,28.56
689,41.25,14.49,60.27,20.45,11.97,30.97
690,41.25,14.49,68.02,24.33,10.26,32.38
691,41.25,14.49,-87.42,24.67,9.31,30.68
692,41.25,14.49,61.47,15.05,14.35,26.3
693,41.25,14.49,-85.26,25.73,9.26,32.38
694,41.25,14.49,79.81,27.86,9.32,33.26
695,41.0,14.45,-50.26,23.17,9.61,28.97
696,41.0,14.45,46.71,22.27,11.19,31.75
697,41.0,14.45,-78.66,23.18,10.21,30.38
698,41.0,14.45,-48.04,23.95,10.35,33.2
699,41.0,14.45,-52.26,22.36,10.52,30.92
700,41.0,14.45,9.66,21.4,10.32,28.09
701,41.0,14.45,75.14,21.02,11.64,31.42
702,41.0,14.45,-11.8,20.12,11.0,28.68
703,41.0,14.45,-67.33,20.2,11.14,28.95
704,41.0,14.45,-17.59,15.28,13.9,25.14
705,41.0,14.45,22.59,20.0,11.43,28.76
706,41.0,14.45,60.49,19.4,11.83,28.68
707,41.0,14.45,-40.36,22.03,10.65,29.21
708,41.0,14.45,8.51,22.55,10.49,29.35
709,41.0,14.45,-77.52,25.44,8.94,32.01
710,40.75,14.41,-69.6,20.06,10.87,26.64
711,40.75,14.41,-74.18,24.12,9.08,30.35
712,40.75,14.41,-5.6,25.2,9.23,32.83
713,40.75,14.41,-24.34,23.66,10.1,31.51
714,40.75,14.41,-49.16,25.4,9.56,31.8
715,40.75,14.41,-69.27,16.88,12.7,25.76
716,40.75,14.41,53.35,21.21,10.36,28.8
717,40.5,14.36,-47.33,18.7,12.9,32.2
718,40.5,14.36,-10.92,16.67,12.62,25.68
719,40.5,14.36,-13.0,23.54,10.37,33.21
720,40.5,14.36,-54.6,23.79,9.47,30.28
721,40.5,14.36,-16.16,21.21,10.27,27.68
722,40.5,14.36,-70.1,21.21,10.65,31.09
723,40.5,14.36,-77.07,19.79,13.01,33.78
724,40.5,14.36,86.06,21.04,11.62,29.92
725,40.5,14.36,-46.49,20.49,11.32,30.28
726,40.5,14.36,81.16,20.68,11.22,28.51
727,40.5,14.36,33.78,23.87,11.05,33.01
728,40.5,14.36,-84.87,21.7,10.59,29.18
729,40.5,14.36,34.18,19.91,11.53,29.18
730,40.25,14.32,-12.23,15.02,14.03,26.06
731,40.25,14.32,-4.02,17.67,12.44,28.75
732,40.25,14.32,18.76,21.56,10.6,29.06
733,40.25,14.32,19.08,23.58,9.33,31.3
734,40.25,14.32,41.74,21.05,11.09,31.71
735,40.25,14.32,-1.89,20.84,10.97,29.26
736,40.25,14.32,-49.89,20.16,10.78,28.07
737,40.25,14.32,6.95,15.52,13.38,23.94
738,40.25,14.32,-50.26,21.01,11.0,29.09
739,40.0,14.27,82.41,20.88,10.68,27.14
740,40.0,14.27,-11.28,22.95,9.75,30.8
741,40.0,14.27,-13.72,19.75,10.86,27.57
742,40.0,14.27,14.72,21.69,11.4,31.3
743,40.0,14.27,87.65,20.51,10.99,29.99
744,40.0,14.27,30.83,17.93,12.04,26.06
745,40.0,14.27,25.92,19.67,10.7,26.56
746,40.0,14.27,-79.02,16.42,12.54,24.56
747,40.0,14.27,86.69,26.33,8.71,30.68
748,40.0,14.27,79.3,19.67,10.82,27.38
749,40.0,14.27,71.18,19.7,10.89,28.06
750,39.75,14.23,56.68,19.58,11.9,28.76
751,39.75,14.23,8.38,17.98,11.95,27.59
752,39.75,14.23,57.43,14.77,13.92,24.23
753,39.75,14.23,77.45,20.36,10.5,27.76
754,39.75,14.23,-76.49,15.63,13.03,23.14
755,39.75,14.23,-56.24,22.99,10.11,31.16
756,39.75,14.23,-41.36,16.18,12.78,25.14
757,39.75,14.23,84.81,20.05,10.64,27.97
758,39.75,14.23,-58.24,22.81,10.57,31.4
759,39.5,14.18,-84.65,21.46,10.27,28.26
760,39.5,14.18,-1.87,23.81,9.53,30.3
761,39.5,14.18,28.58,15.1,13.67,25.44
762,39.5,14.18,30.24,20.15,11.13,28.8
763,39.5,14.18,-79.99,23.34,9.48,28.85
764,39.5,14.18,85.81,21.81,9.9,28.68
765,39.5,14.18,-25.91,19.45,10.74,29.38
766,39.5,14.18,-28.61,15.0,13.57,23.81
767,39.5,14.18,11.98,19.96,10.42,26.68
768,39.5,14.18,-65.7,20.4,10.64,28.38
769,39.5,14.18,-70.16,22.33,10.05,29.38
770,39.5,14.18,67.6,22.05,9.77,27.26
771,39.5,14.18,85.28,14.75,13.86,24.56
772,39.5,14.18,-36.78,22.35,9.39,29.3
773,39.25,14.14,-67.2,19.92,11.17,30.13
774,39.25,14.14,-61.31,16.04,13.17,25.76
775,39.25,14.14,-41.78,18.59,11.79,28.47
776,39.25,14.14,-4.35,16.46,12.99,27.88
777,39.25,14.14,66.74,21.11,10.33,28.06
778,39.25,14.14,-39.96,23.14,9.21,29.51
779,39.25,14.14,-89.83,19.97,10.73,28.18
780,39.25,14.14,40.51,22.09,9.87,28.47
781,39.25,14.14,41.14,21.19,10.6,29.01
782,39.25,14.14,75.06,18.58,12.08,29.78
783,39.25,14.14,-40.2,16.17,13.36,25.14
784,39.25,14.14,-45.28,22.17,10.31,31.38
785,39.25,14.14,-81.78,19.33,11.09,29.59
786,39.0,14.09,-7.62,16.5,12.47,25.06
787,39.0,14.09,1.27,20.85,10.8,29.38
788,39.0,14.09,61.59,20.32,11.3,28.59
789,39.0,14.09,-9.41,20.45,11.27,29.38
790,39.0,14.09,-2.91,22.66,9.75,28.97
791,39.0,14.09,22.49,17.07,12.3,26.38
792,39.0,14.09,20.63,22.67,10.1,29.09
793,39.0,14.09,35.6,21.5,10.0,28.14
794,39.0,14.09,-78.73,20.69,10.35,29.59
795,39.0,14.09,-72.33,23.22,9.6,30.07
796,39.0,14.09,2.53,14.57,13.92,25.68
797,39.0,14.09,-46.5,23.54,9.06,30.18
798,39.0,14.09,45.0,22.96,10.37,32.42
799,39.0,14.09,-19.95,15.14,13.46,25.26
800,38.75,14.05,-29.27,20.13,10.24,26.85
801,38.75,14.05,-33.19,21.77,9.89,30.11
802,38.75,14.05,-83.6,24.9,8.45,32.09
803,38.75,14.05,-42.54,15.52,12.83,24.14
804,38.75,14.05,27.58,23.99,9.81,33.33
805,38.75,14.05,86.65,21.91,9.88,29.59
806,38.75,14.05,81.52,18.02,12.03,28.51
807,38.75,14.05,33.6,19.46,10.94,27.38
808,38.75,14.05,-79.59,22.02,9.45,29.21
809,38.75,14.05,-19.14,17.67,13.1,28.09
810,38.75,14.05,77.43,23.16,9.67,29.35
811,38.75,14.05,-26.43,23.24,9.54,30.01
812,38.75,14.05,25.02,22.08,10.11,31.71
813,38.75,14.05,39.85,20.34,10.31,26.59
814,38.5,14.0,86.15,22.73,9.66,28.76
815,38.5,14.0,-23.02,15.31,13.18,24.23
816,38.5,14.0,-34.54,21.95,9.87,29.59
817,38.5,14.0,-80.93,22.53,9.19,28.95
818,38.5,14.0,37.42,21.21,11.0,31.68
819,38.5,14.0,-21.17,15.95,13.01,24.56
820,38.5,14.0,81.56,21.37,10.61,28.26
821,38.5,14.0,14.83,19.91,11.1,29.21
822,38.5,14.0,43.71,15.24,14.0,27.82
823,38.5,14.0,85.91,18.33,11.26,27.68
824,38.5,14.0,-61.6,22.32,9.42,29.47
825,38.25,13.96,16.74,20.19,10.71,28.21
826,38.25,13.96,20.22,23.04,9.22,28.68
827,38.25,13.96,-58.12,24.68,9.08,30.45
828,38.25,13.96,-17.43,19.59,10.54,26.97
829,38.25,13.96,-85.64,21.5,10.09,29.3
830,38.25,13.96,35.73,18.31,12.7,31.09
831,38.25,13.96,-77.82,21.24,11.24,30.97
832,38.25,13.96,82.96,21.98,9.86,28.81
833,38.25,13.96,75.3,20.71,10.28,27.68
834,38.25,13.96,46.49,23.06,10.04,30.92
835,38.25,13.96,-74.74,15.13,13.06,23.97
836,38.25,13.96,-57.51,25.29,8.37,30.51
837,38.0,13.91,-84.67,21.59,9.9,28.44
838,38.0,13.91,-17.51,15.79,12.4,23.85
839,38.0,13.91,85.48,14.92,13.37,24.56
840,38.0,13.91,65.9,15.32,12.83,23.85
841,38.0,13.91,-19.27,21.44,10.3,28.26
842,38.0,13.91,-67.2,17.83,11.27,26.68
843,38.0,13.91,-72.85,19.87,10.32,27.51
844,38.0,13.91,38.11,18.84,11.55,26.97
845,38.0,13.91,-45.35,15.42,12.86,24.85
846,38.0,13.91,50.21,17.58,11.7,26.06
847,38.0,13.91,24.42,17.42,12.29,28.14
848,38.0,13.91,-61.21,25.51,9.18,31.38
849,37.75,13.87,-24.23,16.54,11.91,25.97
850,37.75,13.87,-80.87,22.87,9.11,28.38
851,37.75,13.87,-82.65,20.35,10.4,28.28
852,37.75,13.87,18.03,19.64,10.55,27.94
853,37.75,13.87,-54.04,20.09,10.05,26.18
854,37.75,13.87,-77.19,22.47,9.62,30.2
855,37.75,13.87,-42.01,20.33,10.27,26.06
856,37.75,13.87,75.09,14.8,13.31,25.45
857,37.5,13.82,-33.06,21.78,9.67,29.38
858,37.5,13.82,-48.69,20.44,9.87,26.68
859,37.5,13.82,-7.01,17.22,11.72,26.26
860,37.5,13.82,27.64,16.7,12.9,28.59
861,37.5,13.82,-41.86,18.89,10.59,25.26
862,37.5,13.82,50.99,19.33,10.52,25.73
863,37.5,13.82,22.81,21.94,9.92,29.06
864,37.5,13.82,-20.24,20.15,11.47,29.99
865,37.5,13.82,-19.16,23.54,8.62,29.97
866,37.5,13.82,73.95,21.12,9.94,28.26
867,37.5,13.82,-80.86,17.75,11.22,25.73
868,37.5,13.82,27.48,16.47,12.4,25.47
869,37.5,13.82,-40.93,16.08,12.49,25.85
870,37.5,13.82,-76.74,14.46,13.41,23.85
871,37.5,13.82,62.97,15.65,13.23,26.02
872,37.25,13.77,-10.48,16.4,11.92,24.97
873,37.25,13.77,-49.35,16.65,13.1,27.68
874,37.25,13.77,-14.12,18.83,10.8,27.68
875,37.25,13.77,2.55,19.25,11.08,28.68
876,37.25,13.77,-64.55,17.3,11.81,25.73
877,37.25,13.77,-63.53,24.21,8.63,28.38
878,37.25,13.77,72.89,24.52,8.39,30.71
879,37.25,13.77,-24.91,15.79,12.44,25.26
880,37.25,13.77,39.61,14.85,13.07,22.85
881,37.25,13.77,-61.96,23.49,8.74,29.09
882,37.25,13.77,-73.7,16.31,11.98,24.44
883,37.25,13.77,28.73,21.18,9.5,27.66
884,37.25,13.77,-60.25,15.79,12.49,25.68
885,37.25,13.77,75.86,20.87,10.4,28.38
886,37.25,13.77,39.63,20.15,12.7,33.59
887,37.25,13.77,77.24,13.94,13.74,23.06
888,37.25,13.77,-80.98,15.47,12.6,25.88
889,37.25,13.77,-43.9,19.25,10.68,27.07
890,37.25,13.77,49.98,20.42,10.84,29.99
891,37.25,13.77,-69.97,14.42,13.4,23.97
892,37.0,13.73,85.85,14.78,13.17,24.97
893,37.0,13.73,51.67,17.51,12.2,27.88
894,37.0,13.73,86.91,14.66,13.22,23.76
895,37.0,13.73,10.1,14.99,12.84,24.06
896,37.0,13.73,-18.29,19.89,9.97,26.26
897,37.0,13.73,27.02,17.37,12.81,32.51
898,37.0,13.73,-67.61,15.97,12.1,23.62
899,37.0,13.73,-74.81,15.34,12.46,23.85
900,37.0,13.73,-57.59,15.84,12.01,23.76
901,37.0,13.73,-17.15,14.85,12.98,24.02
902,37.0,13.73,19.07,14.37,13.53,24.68
903,37.0,13.73,-80.68,14.93,12.81,23.56
904,37.0,13.73,84.3,23.25,8.93,28.97
905,37.0,13.73,89.07,23.36,8.58,29.85
906,37.0,13.73,-34.98,22.56,9.42,29.09
907,37.0,13.73,-14.4,21.29,9.82,30.8
908,37.0,13.73,14.8,19.34,10.33,26.68
909,37.0,13.73,-29.14,20.17,9.93,28.09
910,37.0,13.73,-59.22,16.97,11.45,24.64
911,37.0,13.73,-3.59,21.35,10.42,28.8
912,37.0,13.73,-0.6,14.31,13.48,24.42
913,37.0,13.73,37.09,14.61,13.31,24.73
914,37.0,13.73,37.72,16.17,12.52,25.85
915,36.75,13.68,-62.48,20.28,9.92,27.47
916,36.75,13.68,18.22,14.78,12.92,24.06
917,36.75,13.68,-1.89,21.82,9.61,29.51
918,36.75,13.68,10.32,20.28,11.91,30.2
919,36.75,13.68,76.42,20.96,9.65,26.85
920,36.75,13.68,35.9,18.23,10.72,25.47
921,36.75,13.68,-74.77,21.87,9.13,26.44
922,36.75,13.68,2.63,21.43,9.79,28.8
923,36.75,13.68,-31.36,21.1,9.59,27.06
924,36.75,13.68,-79.15,24.45,9.36,29.85
925,36.75,13.68,52.33,21.3,9.96,27.56
926,36.75,13.68,70.8,16.76,11.7,25.18
927,36.5,13.63,-40.91,19.98,9.94,27.35
928,36.5,13.63,17.48,22.37,9.42,28.8
929,36.5,13.63,-39.03,14.75,12.86,24.12
930,36.5,13.63,76.1,14.57,13.31,24.14
931,36.5,13.63,-74.53,21.68,9.05,28.59
932,36.5,13.63,28.57,14.12,13.5,24.23
933,36.5,13.63,6.49,16.02,11.95,25.16
934,36.5,13.63,-72.94,17.57,10.68,24.56
935,36.5,13.63,14.8,21.29,11.66,32.51
936,36.5,13.63,-41.54,19.82,10.43,28.8
937,36.5,13.63,21.76,15.09,12.49,23.44
938,36.25,13.59,-51.57,22.08,9.0,27.07
939,36.25,13.59,49.75,19.14,10.57,27.8
940,36.25,13.59,-1.37,19.68,10.27,27.26
941,36.25,13.59,-46.12,20.04,10.66,28.97
942,36.25,13.59,18.68,13.87,13.66,24.02
943,36.25,13.59,-39.67,20.37,9.8,26.59
944,36.25,13.59,-33.82,14.27,13.22,23.11
945,36.25,13.59,78.39,14.57,13.09,24.73
946,36.25,13.59,-34.19,20.53,9.78,28.18
947,36.25,13.59,-69.43,20.02,9.89,26.76
948,36.25,13.59,-3.05,18.57,11.9,27.68
949,36.25,13.59,51.19,14.58,12.97,23.97
950,36.25,13.59,-16.49,21.98,9.34,27.76
951,36.0,13.54,-63.58,23.05,8.29,28.3
952,36.0,13.54,-54.04,24.55,8.47,29.18
953,36.0,13.54,47.68,18.28,10.9,25.56
954,36.0,13.54,-57.6,15.65,12.59,26.99
955,36.0,13.54,-4.49,19.67,10.46,26.97
956,36.0,13.54,-49.06,23.62,8.88,29.63
957,36.0,13.54,4.76,19.96,9.71,27.68
958,36.0,13.54,-57.42,14.81,12.54,22.85
959,36.0,13.54,65.37,20.9,9.33,27.26
960,36.0,13.54,47.18,20.66,10.27,27.97
961,36.0,13.54,-37.39,22.33,8.69,28.09
962,36.0,13.54,-39.53,15.82,12.49,26.88
963,36.0,13.54,23.43,21.03,11.08,30.06
964,36.0,13.54,8.38,14.32,13.06,23.44
965,36.0,13.54,28.56,14.46,13.08,23.94
966,36.0,13.54,-12.79,17.01,11.7,27.38
967,36.0,13.54,-61.69,15.72,11.8,23.56
968,36.0,13.54,-31.55,17.83,10.89,26.18
969,35.75,13.49,5.07,21.5,9.35,28.06
970,35.75,13.49,81.0,14.36,12.85,22.69
971,35.75,13.49,-32.87,20.14,10.2,28.59
972,35.75,13.49,-57.69,17.02,11.37,24.56
973,35.75,13.49,59.4,17.17,11.21,25.26
974,35.75,13.49,-23.11,21.2,9.11,26.85
975,35.75,13.49,-36.04,23.94,8.99,32.18
976,35.75,13.49,57.45,19.6,10.94,29.09
977,35.75,13.49,-58.39,17.26,11.65,27.18
978,35.75,13.49,-32.42,14.66,12.65,23.38
979,35.75,13.49,21.57,15.2,12.79,25.38
980,35.75,13.49,70.49,22.39,8.58,27.14
981,35.75,13.49,-70.9,21.4,9.17,26.97
982,35.75,13.49,-3.46,16.1,12.43,26.26
983,35.75,13.49,62.45,13.89,13.31,23.23
984,35.75,13.49,42.62,20.73,9.55,27.97
985,35.75,13.49,63.1,14.51,12.64,22.85
986,35.75,13.49,72.02,15.54,12.01,24.26
987,35.5,13.45,-32.57,22.47,9.05,31.06
988,35.5,13.45,85.41,14.5,12.8,23.85
989,35.5,13.45,67.58,22.05,9.32,28.09
990,35.5,13.45,-57.14,15.24,12.12,23.14
991,35.5,13.45,-12.6,20.49,9.7,27.87
992,35.5,13.45,36.8,14.74,12.5,23.02
993,35.5,13.45,-63.2,18.6,10.74,26.8
994,35.5,13.45,-3.64,18.05,10.9,29.13
995,35.5,13.45,11.22,21.31,9.1,26.85
996,35.5,13.45,76.83,14.11,13.13,24.35
997,35.5,13.45,23.1,19.2,11.34,27.56
998,35.5,13.45,54.55,22.79,8.77,28.66
